"TIME","GEO","UNIT","Value","Flag and Footnotes"
"2004","Tchéquie","Nombre","47232",""
"2004","Danemark","Nombre","10483",""
"2004","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Nombre","246756",""
"2004","Estonie","Nombre","3520",""
"2004","Irlande","Nombre","12209",""
"2004","Grèce","Nombre","50171",""
"2004","Espagne","Nombre","198072",""
"2004","France","Nombre","235792",""
"2004","France (métropolitaine)","Nombre","235792",""
"2004","Croatie","Nombre","19634",""
"2004","Italie","Nombre","250237",""
"2004","Chypre","Nombre","4903",""
"2004","Lettonie","Nombre","9902",""
"2004","Lituanie","Nombre","11526",""
"2004","Luxembourg","Nombre","1352",""
"2004","Hongrie","Nombre","29516",""
"2004","Malte","Nombre","1775",""
"2004","Pays-Bas","Nombre","35996",""
"2004","Autriche","Nombre","27111",""
"2004","Pologne","Nombre","100770",""
"2004","Portugal","Nombre","47647",""
"2004","Roumanie","Nombre","45770",""
"2004","Slovénie","Nombre","7618",""
"2004","Slovaquie","Nombre","14079",""
"2004","Finlande","Nombre","8247",""
"2004","Suède","Nombre","16891",""
"2004","England et Wales","Nombre","139200",""
"2004","Scotland","Nombre","16001",""
"2004","Northern Ireland (UK)","Nombre","8936",""
"2004","Islande","Nombre","671",""
"2004","Liechtenstein","Nombre","87",""
"2004","Norvège","Nombre","8169",""
"2004","Suisse","Nombre","15473",""
"2004","Ancienne République yougoslave de Macédoine","Nombre","9231",""
"2004","Turquie","Nombre","327371",""
"2005","Belgique","Nombre","38911",""
"2005","Tchéquie","Nombre","45498",""
"2005","Danemark","Nombre","10728",""
"2005","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Nombre","248188",""
"2005","Estonie","Nombre","3412",""
"2005","Irlande","Nombre","12265",""
"2005","Grèce","Nombre","49696",""
"2005","Espagne","Nombre","202535",""
"2005","France","Nombre","234966",""
"2005","France (métropolitaine)","Nombre","234966",""
"2005","Croatie","Nombre","19898",""
"2005","Italie","Nombre","249313",""
