"TIME","GEO","AGE","SEX","UNIT","Value","Flag and Footnotes"
"2016","Monténégro","Total","Total","Nombre","622218",""
"2016","Ancienne République yougoslave de Macédoine","Total","Total","Nombre","2071278",""
"2016","Albanie","Total","Total","Nombre","2875592",""
"2016","Serbie","Total","Total","Nombre","7076372",""
"2016","Turquie","Total","Total","Nombre","78741053",""
"2016","Andorre","Total","Total","Nombre","",""
"2016","Biélorussie","Total","Total","Nombre","9498364",""
"2016","Bosnie-Herzégovine","Total","Total","Nombre","",""
"2016","Kosovo (selon la résolution 1244/99 du Conseil de sécurité des Nations Unies)","Total","Total","Nombre","1771604","p"
"2016","Moldavie","Total","Total","Nombre","",""
"2016","Monaco","Total","Total","Nombre","",""
"2016","Russie","Total","Total","Nombre","",""
"2016","Saint-Marin","Total","Total","Nombre","",""
"2016","Ukraine","Total","Total","Nombre","42590879",""
"2016","Arménie","Total","Total","Nombre","2998577",""
"2016","Azerbaïdjan","Total","Total","Nombre","9705643",""
"2016","Géorgie","Total","Total","Nombre","3720400",""
"2017","Union européenne (composition actuelle)","Total","Total","Nombre","511522671","bp"
"2017","Union européenne (avant l'accession de la Croatie)","Total","Total","Nombre","507368458","bp"
"2017","Zone euro (19 pays)","Total","Total","Nombre","340720409","bp"
"2017","Zone euro (18 pays)","Total","Total","Nombre","337872505","bp"
"2017","Belgique","Total","Total","Nombre","11351727",""
"2017","Bulgarie","Total","Total","Nombre","7101859",""
"2017","Tchéquie","Total","Total","Nombre","10578820",""
"2017","Danemark","Total","Total","Nombre","5748769",""
"2017","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Total","Total","Nombre","82521653",""
"2017","Allemagne incluant l'ancienne RDA","Total","Total","Nombre","82521653",""
"2017","Estonie","Total","Total","Nombre","1315635",""
"2017","Irlande","Total","Total","Nombre","4784383",""
"2017","Grèce","Total","Total","Nombre","10768193",""
"2017","Espagne","Total","Total","Nombre","46528024",""
"2017","France","Total","Total","Nombre","66989083","p"
"2017","France (métropolitaine)","Total","Total","Nombre","",""
"2017","Croatie","Total","Total","Nombre","4154213",""
"2017","Italie","Total","Total","Nombre","60589445",""
"2017","Chypre","Total","Total","Nombre","854802",""
"2017","Lettonie","Total","Total","Nombre","1950116",""
"2017","Lituanie","Total","Total","Nombre","2847904",""
"2017","Luxembourg","Total","Total","Nombre","590667","b"
"2017","Hongrie","Total","Total","Nombre","9797561",""
"2017","Malte","Total","Total","Nombre","460297",""
"2017","Pays-Bas","Total","Total","Nombre","17081507",""
"2017","Autriche","Total","Total","Nombre","8772865",""
"2017","Pologne","Total","Total","Nombre","37972964",""
"2017","Portugal","Total","Total","Nombre","10309573",""
"2017","Roumanie","Total","Total","Nombre","19644350",""
"2017","Slovénie","Total","Total","Nombre","2065895",""
"2017","Slovaquie","Total","Total","Nombre","5435343",""
"2017","Finlande","Total","Total","Nombre","5503297",""
"2017","Suède","Total","Total","Nombre","9995153",""
"2017","Royaume-Uni","Total","Total","Nombre","65808573",""
"2017","Espace économique européen (EEE) (UE28 - composition actuelle, plus IS, LI, NO)","Total","Total","Nombre","517157147","bp"
"2017","Espace économique européen (EEE) (UE27 - avant l'accession de la Croatie, plus IS, LI, NO)","Total","Total","Nombre","513002934","bp"
"2017","Association Européenne de Libre Echange (AELE)","Total","Total","Nombre","14054026",""
"2017","Islande","Total","Total","Nombre","338349",""
"2017","Liechtenstein","Total","Total","Nombre","37810",""
"2017","Norvège","Total","Total","Nombre","5258317",""
"2017","Suisse","Total","Total","Nombre","8419550",""
"2017","Monténégro","Total","Total","Nombre","622387",""
"2017","Ancienne République yougoslave de Macédoine","Total","Total","Nombre","2073702",""
"2017","Albanie","Total","Total","Nombre","2876591",""
"2017","Serbie","Total","Total","Nombre","7040272",""
"2017","Turquie","Total","Total","Nombre","79814871",""
"2017","Andorre","Total","Total","Nombre","",""
"2017","Biélorussie","Total","Total","Nombre","9504704",""
"2017","Bosnie-Herzégovine","Total","Total","Nombre","",""
"2017","Kosovo (selon la résolution 1244/99 du Conseil de sécurité des Nations Unies)","Total","Total","Nombre","1783531",""
"2017","Moldavie","Total","Total","Nombre","3550852",""
"2017","Monaco","Total","Total","Nombre","",""
"2017","Russie","Total","Total","Nombre","",""
"2017","Saint-Marin","Total","Total","Nombre","",""
"2017","Ukraine","Total","Total","Nombre","42414905",""
"2017","Arménie","Total","Total","Nombre","2986151",""
"2017","Azerbaïdjan","Total","Total","Nombre","9809981",""
"2017","Géorgie","Total","Total","Nombre","3718200",""
